Name	iCh	iFr	Fr(Hz)	Cos	Sin	Amp	PVal
Project	      66	      86	  42.500	  -0.002	  -0.003	   0.003	   0.685
Project	      66	      87	  43.000	   0.001	   0.000	   0.001	   0.968
Project	      66	      88	  43.500	   0.000	   0.007	   0.007	   0.203
Project	      66	      89	  44.000	   0.002	  -0.008	   0.008	   0.146
Project	      66	      90	  44.500	   0.001	  -0.003	   0.004	   0.638
Project	      66	      91	  45.000	  -0.001	  -0.006	   0.006	   0.268
Project	      66	      92	  45.500	  -0.000	   0.001	   0.001	   0.947
Project	      66	      93	  46.000	   0.002	  -0.001	   0.002	   0.879
Project	      66	      94	  46.500	   0.004	  -0.003	   0.005	   0.365
Project	      66	      95	  47.000	  -0.004	  -0.003	   0.005	   0.352
Project	      66	      96	  47.500	  -0.001	  -0.002	   0.002	   0.782
Project	      66	      97	  48.000	  -0.005	   0.002	   0.006	   0.316
Project	      66	      98	  48.500	  -0.002	  -0.003	   0.004	   0.613
Project	      66	      99	  49.000	   0.001	  -0.009	   0.010	   0.024
Project	      66	     100	  49.500	   0.000	   0.005	   0.005	   0.355
Project	      66	     101	  50.000	   0.002	   0.001	   0.002	   0.878
Project	      66	     102	  50.500	   0.000	  -0.000	   0.000	   0.695
Project	      66	     103	  51.000	   0.000	  -0.000	   0.000	   0.937
Project	      66	     104	  51.500	   0.000	  -0.000	   0.000	   0.971
Project	      66	     105	  52.000	   0.000	  -0.000	   0.000	   0.993
Project	      67	       1	   0.000	  -2.414	   0.000	   2.414	   0.000
Project	      67	       2	   0.500	   0.012	   0.051	   0.052	   0.822
Project	      67	       3	   1.000	   0.035	  -0.049	   0.060	   0.570
Project	      67	       4	   1.500	  -0.037	  -0.036	   0.052	   0.414
Project	      67	       5	   2.000	  -0.153	   0.297	   0.334	   0.000
Project	      67	       6	   2.500	  -0.037	  -0.014	   0.040	   0.470
Project	      67	       7	   3.000	   0.010	  -0.006	   0.011	   0.910
Project	      67	       8	   3.500	   0.006	   0.036	   0.037	   0.278
Project	      67	       9	   4.000	   0.028	  -0.105	   0.108	   0.000
Project	      67	      10	   4.500	   0.003	   0.003	   0.004	   0.979
Project	      67	      11	   5.000	  -0.010	  -0.014	   0.017	   0.671
Project	      67	      12	   5.500	  -0.011	  -0.017	   0.021	   0.531
Project	      67	      13	   6.000	  -0.031	   0.036	   0.047	   0.040
Project	      67	      14	   6.500	   0.008	  -0.011	   0.014	   0.747
Project	      67	      15	   7.000	   0.010	  -0.031	   0.032	   0.123
Project	      67	      16	   7.500	   0.016	   0.020	   0.025	   0.357
Project	      67	      17	   8.000	   0.141	  -0.021	   0.143	   0.000
Project	      67	      18	   8.500	   0.009	   0.010	   0.013	   0.724
Project	      67	      19	   9.000	   0.014	  -0.032	   0.035	   0.105
Project	      67	      20	   9.500	   0.016	  -0.030	   0.034	   0.062
Project	      67	      21	  10.000	   0.005	  -0.046	   0.046	   0.084
Project	      67	      22	  10.500	  -0.013	   0.035	   0.037	   0.145
Project	      67	      23	  11.000	   0.013	   0.018	   0.022	   0.353
Project	      67	      24	  11.500	   0.013	   0.014	   0.020	   0.395
Project	      67	      25	  12.000	   0.050	  -0.023	   0.055	   0.000
Project	      67	      26	  12.500	   0.012	   0.019	   0.022	   0.160
Project	      67	      27	  13.000	  -0.026	   0.005	   0.027	   0.051
Project	      67	      28	  13.500	   0.005	  -0.023	   0.023	   0.078
Project	      67	      29	  14.000	   0.012	  -0.014	   0.018	   0.226
Project	      67	      30	  14.500	  -0.003	   0.008	   0.009	   0.692
Project	      67	      31	  15.000	   0.001	  -0.012	   0.012	   0.427
Project	      67	      32	  15.500	  -0.019	  -0.009	   0.021	   0.056
Project	      67	      33	  16.000	   0.007	   0.002	   0.007	   0.725
Project	      67	      34	  16.500	   0.006	   0.002	   0.006	   0.763
Project	      67	      35	  17.000	  -0.006	   0.009	   0.011	   0.508
Project	      67	      36	  17.500	   0.004	   0.000	   0.004	   0.880
Project	      67	      37	  18.000	   0.003	   0.014	   0.014	   0.310
Project	      67	      38	  18.500	  -0.007	  -0.005	   0.009	   0.610
Project	      67	      39	  19.000	   0.020	   0.024	   0.032	   0.004
Project	      67	      40	  19.500	  -0.006	   0.010	   0.011	   0.463
Project	      67	      41	  20.000	  -0.219	  -0.089	   0.236	   0.000
Project	      67	      42	  20.500	  -0.003	  -0.011	   0.011	   0.427
Project	      67	      43	  21.000	   0.004	   0.019	   0.019	   0.056
Project	      67	      44	  21.500	   0.000	   0.005	   0.005	   0.806
Project	      67	      45	  22.000	   0.014	   0.004	   0.015	   0.146
Project	      67	      46	  22.500	  -0.004	  -0.012	   0.013	   0.206
Project	      67	      47	  23.000	   0.001	   0.010	   0.011	   0.257
Project	      67	      48	  23.500	   0.006	  -0.001	   0.006	   0.713
Project	      67	      49	  24.000	   0.015	  -0.003	   0.016	   0.038
Project	      67	      50	  24.500	  -0.003	   0.005	   0.006	   0.677
Project	      67	      51	  25.000	   0.002	  -0.002	   0.003	   0.904
Project	      67	      52	  25.500	  -0.002	   0.006	   0.006	   0.569
Project	      67	      53	  26.000	  -0.006	  -0.010	   0.012	   0.138
Project	      67	      54	  26.500	  -0.006	  -0.005	   0.007	   0.398
Project	      67	      55	  27.000	   0.012	  -0.006	   0.013	   0.033
Project	      67	      56	  27.500	   0.000	  -0.001	   0.002	   0.954
Project	      67	      57	  28.000	   0.012	  -0.007	   0.014	   0.023
Project	      67	      58	  28.500	  -0.002	  -0.001	   0.003	   0.848
Project	      67	      59	  29.000	   0.010	   0.008	   0.013	   0.034
Project	      67	      60	  29.500	   0.008	  -0.003	   0.008	   0.362
Project	      67	      61	  30.000	  -0.000	   0.005	   0.005	   0.675
Project	      67	      62	  30.500	   0.003	   0.003	   0.004	   0.713
Project	      67	      63	  31.000	   0.002	   0.001	   0.002	   0.920
Project	      67	      64	  31.500	   0.002	  -0.011	   0.011	   0.152
Project	      67	      65	  32.000	  -0.000	  -0.002	   0.002	   0.880
Project	      67	      66	  32.500	   0.003	  -0.009	   0.010	   0.149
Project	      67	      67	  33.000	   0.006	  -0.004	   0.008	   0.222
Project	      67	      68	  33.500	  -0.008	  -0.001	   0.008	   0.211
Project	      67	      69	  34.000	   0.005	  -0.002	   0.005	   0.453
Project	      67	      70	  34.500	  -0.004	   0.001	   0.004	   0.634
Project	      67	      71	  35.000	   0.014	  -0.002	   0.014	   0.003
Project	      67	      72	  35.500	  -0.001	   0.004	   0.004	   0.601
Project	      67	      73	  36.000	   0.001	   0.003	   0.003	   0.779
Project	      67	      74	  36.500	   0.004	  -0.004	   0.005	   0.305
Project	      67	      75	  37.000	   0.009	  -0.000	   0.009	   0.072
Project	      67	      76	  37.500	   0.005	   0.001	   0.005	   0.344
Project	      67	      77	  38.000	  -0.005	  -0.007	   0.008	   0.081
Project	      67	      78	  38.500	  -0.006	   0.001	   0.006	   0.283
Project	      67	      79	  39.000	   0.006	  -0.000	   0.006	   0.338
Project	      67	      80	  39.500	   0.005	   0.003	   0.005	   0.340
Project	      67	      81	  40.000	   0.003	  -0.040	   0.040	   0.000
Project	      67	      82	  40.500	  -0.000	   0.003	   0.003	   0.665
Project	      67	      83	  41.000	  -0.006	  -0.001	   0.006	   0.363
Project	      67	      84	  41.500	   0.004	   0.007	   0.008	   0.057
Project	      67	      85	  42.000	   0.007	   0.003	   0.008	   0.070
Project	      67	      86	  42.500	  -0.005	   0.001	   0.005	   0.388
Project	      67	      87	  43.000	   0.003	   0.003	   0.005	   0.443
Project	      67	      88	  43.500	   0.002	   0.003	   0.003	   0.635
Project	      67	      89	  44.000	   0.002	  -0.006	   0.006	   0.222
Project	      67	      90	  44.500	  -0.001	  -0.002	   0.003	   0.752
Project	      67	      91	  45.000	   0.001	  -0.007	   0.007	   0.130
Project	      67	      92	  45.500	   0.000	  -0.001	   0.001	   0.920
Project	      67	      93	  46.000	   0.002	  -0.004	   0.004	   0.474
Project	      67	      94	  46.500	  -0.000	  -0.002	   0.002	   0.774
Project	      67	      95	  47.000	  -0.000	   0.000	   0.000	   0.990
Project	      67	      96	  47.500	  -0.004	  -0.001	   0.004	   0.484
Project	      67	      97	  48.000	  -0.008	  -0.001	   0.008	   0.059
Project	      67	      98	  48.500	  -0.000	  -0.005	   0.005	   0.428
Project	      67	      99	  49.000	  -0.000	  -0.008	   0.008	   0.027
Project	      67	     100	  49.500	   0.001	   0.007	   0.007	   0.107
Project	      67	     101	  50.000	   0.003	  -0.002	   0.004	   0.509
Project	      67	     102	  50.500	   0.000	  -0.001	   0.001	   0.481
Project	      67	     103	  51.000	   0.000	  -0.000	   0.000	   0.604
Project	      67	     104	  51.500	  -0.000	  -0.000	   0.000	   0.466
Project	      67	     105	  52.000	  -0.000	  -0.000	   0.000	   0.541
Project	      68	       1	   0.000	  -2.737	   0.000	   2.737	   0.000
Project	      68	       2	   0.500	   0.011	  -0.203	   0.204	   0.466
Project	      68	       3	   1.000	   0.176	  -0.070	   0.189	   0.191
Project	      68	       4	   1.500	  -0.031	   0.010	   0.032	   0.915
Project	      68	       5	   2.000	  -0.186	   0.106	   0.214	   0.000
Project	      68	       6	   2.500	   0.000	  -0.002	   0.002	   0.999
Project	      68	       7	   3.000	  -0.044	   0.005	   0.044	   0.638
Project	      68	       8	   3.500	   0.035	  -0.038	   0.052	   0.172
Project	      68	       9	   4.000	  -0.005	   0.027	   0.028	   0.766
Project	      68	      10	   4.500	  -0.031	  -0.013	   0.034	   0.551
Project	      68	      11	   5.000	  -0.038	  -0.002	   0.038	   0.452
Project	      68	      12	   5.500	   0.013	   0.029	   0.032	   0.432
Project	      68	      13	   6.000	   0.009	  -0.026	   0.028	   0.571
Project	      68	      14	   6.500	   0.020	  -0.049	   0.053	   0.102
Project	      68	      15	   7.000	   0.008	  -0.020	   0.021	   0.533
Project	      68	      16	   7.500	  -0.024	  -0.036	   0.043	   0.170
Project	      68	      17	   8.000	   0.102	  -0.029	   0.106	   0.000
Project	      68	      18	   8.500	   0.002	   0.016	   0.016	   0.777
Project	      68	      19	   9.000	   0.046	  -0.024	   0.052	   0.049
Project	      68	      20	   9.500	   0.022	  -0.034	   0.041	   0.129
Project	      68	      21	  10.000	  -0.010	   0.015	   0.018	   0.706
Project	      68	      22	  10.500	  -0.002	   0.018	   0.018	   0.555
Project	      68	      23	  11.000	  -0.006	   0.011	   0.012	   0.809
Project	      68	      24	  11.500	   0.023	   0.018	   0.030	   0.176
Project	      68	      25	  12.000	   0.026	  -0.010	   0.028	   0.158
Project	      68	      26	  12.500	   0.001	  -0.001	   0.001	   0.998
Project	      68	      27	  13.000	  -0.011	   0.007	   0.013	   0.684
Project	      68	      28	  13.500	   0.016	  -0.032	   0.035	   0.070
Project	      68	      29	  14.000	   0.017	  -0.013	   0.021	   0.403
Project	      68	      30	  14.500	   0.012	  -0.001	   0.012	   0.714
Project	      68	      31	  15.000	   0.022	  -0.025	   0.033	   0.044
Project	      68	      32	  15.500	  -0.015	   0.002	   0.015	   0.564
Project	      68	      33	  16.000	  -0.009	   0.006	   0.011	   0.720
Project	      68	      34	  16.500	   0.016	  -0.013	   0.020	   0.365
Project	      68	      35	  17.000	  -0.003	   0.004	   0.005	   0.927
Project	      68	      36	  17.500	  -0.011	   0.008	   0.014	   0.573
Project	      68	      37	  18.000	   0.004	   0.010	   0.010	   0.724
Project	      68	      38	  18.500	  -0.004	  -0.018	   0.019	   0.357
Project	      68	      39	  19.000	   0.011	   0.012	   0.016	   0.427
Project	      68	      40	  19.500	  -0.014	   0.002	   0.014	   0.543
Project	      68	      41	  20.000	  -0.115	   0.062	   0.131	   0.000
Project	      68	      42	  20.500	   0.001	  -0.021	   0.021	   0.225
Project	      68	      43	  21.000	   0.004	   0.034	   0.034	   0.017
Project	      68	      44	  21.500	   0.007	   0.012	   0.014	   0.438
Project	      68	      45	  22.000	   0.014	  -0.003	   0.014	   0.426
Project	      68	      46	  22.500	  -0.006	  -0.003	   0.006	   0.855
Project	      68	      47	  23.000	   0.007	   0.020	   0.021	   0.104
Project	      68	      48	  23.500	   0.003	  -0.003	   0.004	   0.929
Project	      68	      49	  24.000	   0.008	  -0.001	   0.008	   0.710
Project	      68	      50	  24.500	  -0.011	  -0.006	   0.013	   0.444
Project	      68	      51	  25.000	   0.002	  -0.001	   0.002	   0.965
Project	      68	      52	  25.500	   0.005	  -0.001	   0.005	   0.869
Project	      68	      53	  26.000	  -0.004	  -0.010	   0.011	   0.458
Project	      68	      54	  26.500	  -0.009	  -0.007	   0.011	   0.463
Project	      68	      55	  27.000	   0.015	  -0.008	   0.017	   0.123
Project	      68	      56	  27.500	   0.001	  -0.003	   0.003	   0.946
Project	      68	      57	  28.000	  -0.000	   0.001	   0.001	   0.986
Project	      68	      58	  28.500	  -0.005	  -0.000	   0.005	   0.754
Project	      68	      59	  29.000	   0.007	   0.000	   0.007	   0.637
Project	      68	      60	  29.500	   0.001	   0.002	   0.003	   0.949
Project	      68	      61	  30.000	  -0.002	   0.000	   0.002	   0.981
Project	      68	      62	  30.500	  -0.011	   0.007	   0.013	   0.199
Project	      68	      63	  31.000	   0.007	   0.005	   0.009	   0.499
Project	      68	      64	  31.500	   0.002	   0.001	   0.002	   0.976
Project	      68	      65	  32.000	  -0.000	  -0.001	   0.001	   0.987
Project	      68	      66	  32.500	   0.000	  -0.028	   0.028	   0.000
Project	      68	      67	  33.000	   0.009	   0.001	   0.009	   0.392
Project	      68	      68	  33.500	  -0.001	   0.004	   0.004	   0.824
Project	      68	      69	  34.000	  -0.001	  -0.010	   0.010	   0.342
Project	      68	      70	  34.500	   0.004	   0.002	   0.004	   0.798
Project	      68	      71	  35.000	   0.005	  -0.002	   0.006	   0.664
Project	      68	      72	  35.500	  -0.010	   0.001	   0.010	   0.234
Project	      68	      73	  36.000	  -0.014	   0.004	   0.015	   0.052
Project	      68	      74	  36.500	  -0.004	   0.004	   0.005	   0.708
Project	      68	      75	  37.000	   0.007	   0.003	   0.007	   0.491
Project	      68	      76	  37.500	   0.008	  -0.003	   0.008	   0.417
Project	      68	      77	  38.000	   0.010	   0.002	   0.010	   0.269
Project	      68	      78	  38.500	  -0.002	   0.003	   0.004	   0.807
Project	      68	      79	  39.000	   0.003	   0.001	   0.003	   0.838
Project	      68	      80	  39.500	   0.007	   0.003	   0.007	   0.425
Project	      68	      81	  40.000	  -0.008	  -0.001	   0.008	   0.508
Project	      68	      82	  40.500	   0.005	  -0.004	   0.007	   0.479
Project	      68	      83	  41.000	  -0.008	   0.008	   0.011	   0.148
Project	      68	      84	  41.500	   0.000	   0.003	   0.003	   0.867
Project	      68	      85	  42.000	  -0.001	  -0.002	   0.002	   0.926
Project	      68	      86	  42.500	   0.002	   0.002	   0.003	   0.852
Project	      68	      87	  43.000	  -0.001	  -0.002	   0.002	   0.899
Project	      68	      88	  43.500	  -0.004	   0.009	   0.009	   0.183
Project	      68	      89	  44.000	   0.007	  -0.007	   0.010	   0.222
Project	      68	      90	  44.500	  -0.006	  -0.004	   0.007	   0.363
Project	      68	      91	  45.000	  -0.002	  -0.002	   0.003	   0.859
Project	      68	      92	  45.500	  -0.011	   0.005	   0.012	   0.070
Project	      68	      93	  46.000	   0.002	  -0.003	   0.004	   0.779
Project	      68	      94	  46.500	   0.003	  -0.004	   0.005	   0.661
Project	      68	      95	  47.000	  -0.001	   0.004	   0.004	   0.742
Project	      68	      96	  47.500	   0.008	  -0.001	   0.008	   0.266
Project	      68	      97	  48.000	  -0.003	  -0.001	   0.003	   0.889
Project	      68	      98	  48.500	  -0.009	  -0.003	   0.009	   0.220
Project	      68	      99	  49.000	  -0.003	  -0.005	   0.006	   0.498
Project	      68	     100	  49.500	  -0.002	   0.007	   0.007	   0.421
Project	      68	     101	  50.000	   0.001	  -0.004	   0.004	   0.737
Project	      68	     102	  50.500	   0.001	   0.000	   0.001	   0.607
Project	      68	     103	  51.000	   0.000	   0.000	   0.000	   0.887
Project	      68	     104	  51.500	   0.000	   0.000	   0.000	   0.979
Project	      68	     105	  52.000	   0.000	  -0.000	   0.000	   0.986
Project	      69	       1	   0.000	  -1.164	   0.000	   1.164	   0.000
Project	      69	       2	   0.500	  -0.001	  -0.066	   0.066	   0.883
Project	      69	       3	   1.000	   0.109	  -0.041	   0.116	   0.367
Project	      69	       4	   1.500	  -0.023	   0.022	   0.032	   0.887
Project	      69	       5	   2.000	  -0.167	   0.137	   0.216	   0.000
Project	      69	       6	   2.500	  -0.014	   0.029	   0.032	   0.708
Project	      69	       7	   3.000	  -0.003	   0.024	   0.024	   0.823
Project	      69	       8	   3.500	   0.036	  -0.012	   0.038	   0.334
Project	      69	       9	   4.000	   0.006	   0.009	   0.011	   0.939
Project	      69	      10	   4.500	  -0.011	  -0.012	   0.016	   0.830
Project	      69	      11	   5.000	  -0.022	  -0.003	   0.023	   0.686
Project	      69	      12	   5.500	   0.014	   0.027	   0.030	   0.383
Project	      69	      13	   6.000	   0.005	  -0.018	   0.018	   0.726
Project	      69	      14	   6.500	   0.012	  -0.026	   0.029	   0.462
Project	      69	      15	   7.000	   0.002	  -0.017	   0.017	   0.632
Project	      69	      16	   7.500	  -0.009	  -0.023	   0.025	   0.474
Project	      69	      17	   8.000	   0.107	  -0.018	   0.109	   0.000
Project	      69	      18	   8.500	   0.012	   0.005	   0.013	   0.815
Project	      69	      19	   9.000	   0.033	  -0.030	   0.045	   0.065
Project	      69	      20	   9.500	   0.013	  -0.039	   0.041	   0.086
Project	      69	      21	  10.000	  -0.001	  -0.002	   0.002	   0.995
Project	      69	      22	  10.500	   0.012	   0.017	   0.021	   0.442
Project	      69	      23	  11.000	  -0.001	   0.004	   0.004	   0.977
Project	      69	      24	  11.500	   0.015	   0.023	   0.027	   0.180
Project	      69	      25	  12.000	   0.035	   0.003	   0.035	   0.033
Project	      69	      26	  12.500	  -0.001	   0.002	   0.002	   0.987
Project	      69	      27	  13.000	  -0.016	   0.014	   0.022	   0.292
Project	      69	      28	  13.500	   0.022	  -0.030	   0.037	   0.024
Project	      69	      29	  14.000	   0.017	  -0.015	   0.022	   0.299
Project	      69	      30	  14.500	   0.009	   0.007	   0.012	   0.691
Project	      69	      31	  15.000	   0.015	  -0.020	   0.025	   0.103
Project	      69	      32	  15.500	  -0.014	   0.007	   0.015	   0.438
Project	      69	      33	  16.000	   0.001	   0.005	   0.005	   0.929
Project	      69	      34	  16.500	   0.014	  -0.020	   0.024	   0.163
Project	      69	      35	  17.000	  -0.010	   0.007	   0.012	   0.591
Project	      69	      36	  17.500	  -0.004	   0.005	   0.007	   0.850
Project	      69	      37	  18.000	   0.008	   0.016	   0.018	   0.333
Project	      69	      38	  18.500	   0.001	  -0.015	   0.015	   0.466
Project	      69	      39	  19.000	   0.017	   0.011	   0.020	   0.212
Project	      69	      40	  19.500	  -0.014	  -0.001	   0.014	   0.471
Project	      69	      41	  20.000	  -0.137	   0.030	   0.141	   0.000
Project	      69	      42	  20.500	  -0.000	  -0.019	   0.019	   0.218
Project	      69	      43	  21.000	  -0.002	   0.030	   0.030	   0.018
Project	      69	      44	  21.500	   0.007	   0.011	   0.013	   0.433
Project	      69	      45	  22.000	   0.014	   0.011	   0.018	   0.143
Project	      69	      46	  22.500	   0.002	  -0.006	   0.006	   0.839
Project	      69	      47	  23.000	   0.008	   0.022	   0.023	   0.042
Project	      69	      48	  23.500	  -0.003	  -0.007	   0.007	   0.739
Project	      69	      49	  24.000	   0.004	   0.003	   0.005	   0.852
Project	      69	      50	  24.500	  -0.015	  -0.002	   0.015	   0.285
Project	      69	      51	  25.000	  -0.001	  -0.001	   0.002	   0.982
Project	      69	      52	  25.500	   0.006	   0.001	   0.006	   0.794
Project	      69	      53	  26.000	  -0.002	  -0.008	   0.008	   0.579
Project	      69	      54	  26.500	  -0.007	  -0.001	   0.007	   0.620
Project	      69	      55	  27.000	   0.013	  -0.008	   0.016	   0.109
Project	      69	      56	  27.500	   0.009	  -0.000	   0.009	   0.446
Project	      69	      57	  28.000	   0.003	  -0.003	   0.004	   0.883
Project	      69	      58	  28.500	  -0.005	  -0.001	   0.005	   0.729
Project	      69	      59	  29.000	   0.009	   0.005	   0.010	   0.340
Project	      69	      60	  29.500	   0.004	   0.002	   0.005	   0.807
Project	      69	      61	  30.000	  -0.001	   0.007	   0.007	   0.591
Project	      69	      62	  30.500	  -0.011	   0.010	   0.015	   0.080
Project	      69	      63	  31.000	   0.011	   0.000	   0.011	   0.277
Project	      69	      64	  31.500	   0.004	  -0.002	   0.004	   0.855
Project	      69	      65	  32.000	  -0.006	  -0.002	   0.006	   0.638
Project	      69	      66	  32.500	  -0.006	  -0.020	   0.021	   0.010
Project	      69	      67	  33.000	   0.003	  -0.003	   0.005	   0.754
Project	      69	      68	  33.500	  -0.001	   0.003	   0.003	   0.907
Project	      69	      69	  34.000	  -0.001	  -0.008	   0.008	   0.494
Project	      69	      70	  34.500	   0.002	   0.002	   0.002	   0.928
Project	      69	      71	  35.000	   0.009	  -0.000	   0.009	   0.332
Project	      69	      72	  35.500	  -0.005	   0.006	   0.007	   0.379
Project	      69	      73	  36.000	  -0.008	   0.003	   0.009	   0.284
Project	      69	      74	  36.500	  -0.001	   0.003	   0.003	   0.895
Project	      69	      75	  37.000	   0.014	   0.000	   0.014	   0.069
Project	      69	      76	  37.500	   0.006	  -0.005	   0.008	   0.380
Project	      69	      77	  38.000	  -0.001	  -0.000	   0.001	   0.994
Project	      69	      78	  38.500	  -0.006	   0.005	   0.008	   0.339
Project	      69	      79	  39.000	   0.004	   0.000	   0.004	   0.786
Project	      69	      80	  39.500	   0.007	   0.007	   0.010	   0.196
Project	      69	      81	  40.000	  -0.001	  -0.008	   0.008	   0.547
Project	      69	      82	  40.500	   0.002	   0.004	   0.005	   0.716
Project	      69	      83	  41.000	  -0.012	  -0.001	   0.012	   0.090
Project	      69	      84	  41.500	   0.002	   0.006	   0.006	   0.466
Project	      69	      85	  42.000	   0.001	   0.000	   0.001	   0.970
Project	      69	      86	  42.500	  -0.002	   0.003	   0.003	   0.814
Project	      69	      87	  43.000	   0.001	  -0.006	   0.006	   0.426
Project	      69	      88	  43.500	  -0.002	   0.006	   0.006	   0.407
Project	      69	      89	  44.000	   0.005	  -0.006	   0.008	   0.301
Project	      69	      90	  44.500	   0.001	  -0.001	   0.001	   0.987
Project	      69	      91	  45.000	  -0.002	  -0.007	   0.007	   0.314
Project	      69	      92	  45.500	  -0.009	   0.004	   0.010	   0.145
Project	      69	      93	  46.000	   0.002	  -0.007	   0.008	   0.401
Project	      69	      94	  46.500	   0.003	  -0.002	   0.004	   0.779
Project	      69	      95	  47.000	  -0.002	   0.000	   0.002	   0.904
Project	      69	      96	  47.500	   0.005	  -0.000	   0.005	   0.604
Project	      69	      97	  48.000	  -0.003	   0.003	   0.004	   0.718
Project	      69	      98	  48.500	  -0.007	  -0.004	   0.008	   0.277
Project	      69	      99	  49.000	  -0.000	  -0.005	   0.005	   0.621
Project	      69	     100	  49.500	  -0.003	   0.008	   0.009	   0.258
Project	      69	     101	  50.000	   0.002	  -0.003	   0.003	   0.826
Project	      69	     102	  50.500	   0.001	   0.001	   0.001	   0.697
Project	      69	     103	  51.000	   0.000	   0.000	   0.000	   0.874
Project	      69	     104	  51.500	   0.000	   0.000	   0.000	   0.971
Project	      69	     105	  52.000	   0.000	   0.000	   0.000	   0.978
Project	      70	       1	   0.000	  -2.543	   0.000	   2.543	   0.000
Project	      70	       2	   0.500	  -0.053	  -0.102	   0.115	   0.502
Project	      70	       3	   1.000	   0.104	  -0.086	   0.135	   0.106
Project	      70	       4	   1.500	  -0.019	   0.004	   0.019	   0.932
Project	      70	       5	   2.000	  -0.216	   0.267	   0.344	   0.000
Project	      70	       6	   2.500	  -0.041	  -0.005	   0.041	   0.424
Project	      70	       7	   3.000	   0.019	   0.012	   0.023	   0.746
Project	      70	       8	   3.500	   0.032	   0.009	   0.033	   0.359
Project	      70	       9	   4.000	   0.024	  -0.043	   0.050	   0.190
Project	      70	      10	   4.500	   0.012	  -0.005	   0.013	   0.820
Project	      70	      11	   5.000	  -0.017	  -0.015	   0.023	   0.585
Project	      70	      12	   5.500	   0.017	   0.001	   0.017	   0.691
Project	      70	      13	   6.000	  -0.007	  -0.001	   0.007	   0.937
Project	      70	      14	   6.500	  -0.001	  -0.029	   0.029	   0.362
Project	      70	      15	   7.000	   0.010	  -0.025	   0.027	   0.239
Project	      70	      16	   7.500	   0.002	  -0.009	   0.010	   0.874
Project	      70	      17	   8.000	   0.150	  -0.031	   0.153	   0.000
Project	      70	      18	   8.500	   0.002	   0.006	   0.007	   0.932
Project	      70	      19	   9.000	   0.023	  -0.037	   0.044	   0.048
Project	      70	      20	   9.500	   0.024	  -0.042	   0.048	   0.014
Project	      70	      21	  10.000	   0.000	  -0.020	   0.020	   0.636
Project	      70	      22	  10.500	   0.009	   0.018	   0.020	   0.502
Project	      70	      23	  11.000	   0.002	   0.012	   0.012	   0.757
Project	      70	      24	  11.500	   0.013	   0.018	   0.022	   0.299
Project	      70	      25	  12.000	   0.041	  -0.013	   0.043	   0.007
Project	      70	      26	  12.500	   0.009	   0.011	   0.014	   0.551
Project	      70	      27	  13.000	  -0.020	   0.004	   0.021	   0.236
Project	      70	      28	  13.500	   0.017	  -0.026	   0.031	   0.019
Project	      70	      29	  14.000	   0.019	  -0.021	   0.028	   0.069
Project	      70	      30	  14.500	   0.010	   0.008	   0.013	   0.518
Project	      70	      31	  15.000	   0.010	  -0.013	   0.017	   0.221
Project	      70	      32	  15.500	  -0.015	  -0.007	   0.016	   0.243
Project	      70	      33	  16.000	   0.005	  -0.004	   0.006	   0.839
Project	      70	      34	  16.500	   0.007	  -0.010	   0.012	   0.518
Project	      70	      35	  17.000	  -0.010	   0.007	   0.012	   0.508
Project	      70	      36	  17.500	   0.004	   0.003	   0.005	   0.848
Project	      70	      37	  18.000	   0.004	   0.016	   0.016	   0.274
Project	      70	      38	  18.500	  -0.004	  -0.012	   0.013	   0.412
Project	      70	      39	  19.000	   0.023	   0.013	   0.026	   0.039
Project	      70	      40	  19.500	  -0.010	   0.003	   0.011	   0.557
Project	      70	      41	  20.000	  -0.215	  -0.019	   0.215	   0.000
Project	      70	      42	  20.500	   0.001	  -0.017	   0.018	   0.192
Project	      70	      43	  21.000	  -0.001	   0.029	   0.029	   0.006
Project	      70	      44	  21.500	   0.001	   0.010	   0.010	   0.501
Project	      70	      45	  22.000	   0.014	   0.012	   0.018	   0.082
Project	      70	      46	  22.500	   0.000	  -0.008	   0.008	   0.632
Project	      70	      47	  23.000	   0.008	   0.019	   0.021	   0.022
Project	      70	      48	  23.500	  -0.005	  -0.010	   0.011	   0.409
Project	      70	      49	  24.000	   0.011	  -0.000	   0.011	   0.281
Project	      70	      50	  24.500	  -0.012	  -0.004	   0.013	   0.200
Project	      70	      51	  25.000	   0.004	  -0.002	   0.005	   0.776
Project	      70	      52	  25.500	  -0.001	   0.006	   0.006	   0.680
Project	      70	      53	  26.000	  -0.008	  -0.008	   0.011	   0.248
Project	      70	      54	  26.500	  -0.007	  -0.004	   0.008	   0.459
Project	      70	      55	  27.000	   0.009	  -0.005	   0.010	   0.225
Project	      70	      56	  27.500	   0.002	   0.001	   0.002	   0.941
Project	      70	      57	  28.000	   0.010	   0.001	   0.010	   0.258
Project	      70	      58	  28.500	  -0.003	  -0.001	   0.003	   0.835
Project	      70	      59	  29.000	   0.007	   0.004	   0.008	   0.345
Project	      70	      60	  29.500	   0.005	  -0.005	   0.007	   0.550
Project	      70	      61	  30.000	  -0.002	   0.006	   0.006	   0.606
Project	      70	      62	  30.500	  -0.005	   0.008	   0.009	   0.240
Project	      70	      63	  31.000	   0.004	   0.002	   0.005	   0.722
Project	      70	      64	  31.500	   0.003	  -0.007	   0.008	   0.410
